model,optimizer,n,bins,bin_type,reps,usable,convergence_rate,classical_conv_rate,symbolic_conv_rate,median_time_classical,median_time_symbolic,speedup,mse_class,mse_symbolic,rmse_class,rmse_symbolic,relative_rmse,rmse_mean_ratio,rmse_sd_ratio,boundary_hit_rate
normal,BFGS,3650,10,EW,1000,1000,1,1,1,0.0017333333333340306,7.333333333349401e-4,2.3636363636321356,0.009986521692972075,0.010672129481964412,0.0999325857414491,0.1033059992544693,1.0337568920887135,1.0332816560451397,1.0346628316183615,0
normal,BFGS,3650,10,QU,1000,1000,1,1,1,0.0017333333333340306,8.333333333325754e-4,2.0800000000027286,0.009986521692972075,0.011533645980026873,0.0999325857414491,0.10739481356204718,1.0746726181978794,1.030054843178075,1.155014104532219,0
normal,BFGS,3650,50,EW,1000,1000,1,1,1,0.0017333333333340306,9.666666666665454e-4,1.7931034482768085,0.009986521692972075,0.010016804811204507,0.0999325857414491,0.10008398878544214,1.0015150518008686,1.0028634968309333,0.9989377539239908,0
normal,BFGS,3650,50,QU,1000,1000,1,1,1,0.0017333333333340306,0.0011999999999981507,1.4444444444472515,0.009986521692972075,0.010267023148977247,0.0999325857414491,0.10132632011958811,1.013946745876715,1.005744619748955,1.0294116360966863,0
normal,BFGS,3650,100,EW,1000,1000,1,1,1,0.0017333333333340306,6.000000000009701e-4,2.88888888888538,0.009986521692972075,0.009989703810497885,0.0999325857414491,0.09994850579422328,1.0001593079239977,1.0000427767695415,1.0003815613321607,0
normal,BFGS,3650,100,QU,1000,1000,1,1,1,0.0017333333333340306,0.0015333333333349705,1.1304347826079435,0.009986521692972075,0.0100545685619314,0.0999325857414491,0.10027247160577722,1.0034011515043502,0.9993648397709729,1.0110560036462803,0
normal,L-BFGS-B,365,10,EW,1000,1000,1,1,1,5.333333333332746e-4,9.33333333333053e-4,0.5714285714286802,0.10294535725522941,0.10914057771260742,0.3208509891760183,0.33036431059151566,1.0296502792150608,1.0216105217258853,1.0458343363013625,0
normal,L-BFGS-B,365,10,QU,1000,1000,1,1,1,5.333333333332746e-4,9.833333333332918e-4,0.5423728813558953,0.10294535725522941,0.12022390571354848,0.3208509891760183,0.34673319096035277,1.0806673585479756,1.023308503360882,1.1889673337056794,0
normal,L-BFGS-B,365,50,EW,1000,1000,1,1,1,5.333333333332746e-4,8.666666666670153e-4,0.6153846153843,0.10294535725522941,0.10337958545814947,0.3208509891760183,0.32152695914674007,1.002106803449345,1.0010747253197618,1.0042056341445007,0
normal,L-BFGS-B,365,50,QU,1000,1000,1,1,1,5.333333333332746e-4,0.0014000000000000531,0.38095238095232453,0.10294535725522941,0.10850303458923707,0.3208509891760183,0.3293979881378104,1.0266385308137642,1.0080232319769693,1.0635465370695205,0
normal,L-BFGS-B,365,100,EW,1000,1000,1,1,1,5.333333333332746e-4,7.333333333339928e-4,0.7272727272719932,0.10294535725522941,0.10301710469012225,0.3208509891760183,0.32096277773306087,1.0003484126925388,0.9996222146316407,1.0018258869079786,0
normal,L-BFGS-B,365,100,QU,1000,1000,1,1,1,5.333333333332746e-4,0.0018999999999995984,0.2807017543859933,0.10294535725522941,0.10643305740781468,0.3208509891760183,0.32624079666377515,1.0167984755216075,1.0026995121835847,1.0449267385304646,0
