date,T2M,RH2M
1991-12-11,25.85,87.44
1991-12-12,25.27,89.96
1991-12-13,25.95,87.47
1991-12-14,26.02,90
1991-12-15,25.37,92.77
1991-12-16,25.83,90.26
1991-12-17,26.12,89.45
1991-12-18,25.98,90.04
1991-12-19,26.06,89.1
1991-12-20,25.51,90.48
1991-12-21,25.7,88.76
1991-12-22,25.76,89.7
1991-12-23,25.4,91.53
1991-12-24,25.75,90.38
1991-12-25,25.5,89.69
1991-12-26,25.78,89.7
1991-12-27,26.02,87.48
1991-12-28,26.03,87.74
1991-12-29,25.64,90.61
1991-12-30,25.27,90.12
1991-12-31,25.86,87.26
1992-01-01,25.36,91.16
1992-01-02,25.72,90.41
1992-01-03,25.96,88.92
1992-01-04,25.87,89.51
1992-01-05,26.06,88.86
1992-01-06,26.12,89.53
1992-01-07,26,86.55
1992-01-08,25.73,85.37
1992-01-09,25.9,86.12
1992-01-10,25.94,84.95
1992-01-11,25.86,85.47
1992-01-12,25.45,85.76
1992-01-13,25.65,85.75
1992-01-14,26.06,85.89
1992-01-15,25.82,85.89
1992-01-16,25.59,85.7
1992-01-17,25.34,86.46
1992-01-18,25.23,85.72
1992-01-19,25.01,83.69
1992-01-20,24.94,82.48
1992-01-21,25.07,83.07
1992-01-22,25.56,84.45
1992-01-23,25.82,84.11
1992-01-24,25.89,85.01
1992-01-25,25.8,87.05
1992-01-26,26.02,87.02
1992-01-27,25.99,87.52
1992-01-28,25.65,86.94
1992-01-29,25.95,86.16
1992-01-30,26.04,86.11
1992-01-31,26.1,85
1992-02-01,26.19,84.2
1992-02-02,25.95,86.25
1992-02-03,25.68,88.72
1992-02-04,25.8,89.21
1992-02-05,26.1,86.09
1992-02-06,26.57,85.91
1992-02-07,26.32,87.13
1992-02-08,26.13,87.46
1992-02-09,26.16,86.93
1992-02-10,25.96,87.78
1992-02-11,26.09,86.08
1992-02-12,26.54,84.57
1992-02-13,27.14,84.37
1992-02-14,26.72,84.48
1992-02-15,27.19,82.76
1992-02-16,26.94,84.53
1992-02-17,26.17,86.67
1992-02-18,26.99,78.99
1992-02-19,26.96,80.8
1992-02-20,26.28,86.6
1992-02-21,26.44,82.68
1992-02-22,26.11,81.47
1992-02-23,26.37,80.33
1992-02-24,26.26,80.57
1992-02-25,26.34,82.19
1992-02-26,26.02,85.25
1992-02-27,26.75,84.02
1992-02-28,26.84,84.68
1992-02-29,27.2,84.04
1992-03-01,27.24,82.4
1992-03-02,27.26,82.62
1992-03-03,27.21,83
1992-03-04,27.28,84.63
1992-03-05,27.25,82.95
1992-03-06,26.43,86.66
1992-03-07,26.64,86.1
1992-03-08,25.94,88.1
1992-03-09,26.78,82.68
1992-03-10,26.61,83.17
1992-03-11,26.74,83.11
1992-03-12,26.94,83.68
1992-03-13,27.18,81.94
1992-03-14,26.97,83.43
1992-03-15,27.32,82.51
1992-03-16,27.73,81.99
1992-03-17,27.34,82.03
1992-03-18,27.63,82.33
1992-03-19,27.82,81.23
1992-03-20,27.69,80.8
1992-03-21,27.61,82.71
1992-03-22,27.69,83.28
1992-03-23,27.05,85.55
1992-03-24,27.49,84.9
1992-03-25,27.84,83.62
1992-03-26,28.02,81.88
1992-03-27,28.3,80.09
1992-03-28,28.37,79.67
1992-03-29,27.35,84.16
1992-03-30,27.81,82.79
1992-03-31,27.54,80.44
1992-04-01,27.88,79.01
1992-04-02,28.05,79.71
1992-04-03,28.38,78.43
1992-04-04,27.1,82.93
1992-04-05,27.93,80.18
1992-04-06,27.48,85.26
1992-04-07,27.7,83.65
1992-04-08,28.01,82.36
1992-04-09,27.13,84.63
1992-04-10,27.87,81
1992-04-11,28.2,79.86
1992-04-12,28.64,77.04
1992-04-13,28.05,80.2
1992-04-14,28.36,80.59
1992-04-15,27.87,79.57
1992-04-16,28.14,79.09
1992-04-17,28.13,81.04
1992-04-18,28.03,80.55
1992-04-19,27.95,82.46
1992-04-20,28.07,80.6
1992-04-21,28.3,79.85
1992-04-22,28.34,80.26
1992-04-23,27.73,80.48
1992-04-24,28.45,78.18
1992-04-25,28.1,83.22
1992-04-26,27.49,86.13
1992-04-27,28.56,78.27
1992-04-28,28.12,82.17
1992-04-29,27.65,83.64
1992-04-30,28.31,80.76
1992-05-01,27.94,84.25
1992-05-02,28.49,78.5
1992-05-03,28.6,79.24
1992-05-04,28.16,82.14
1992-05-05,27.85,82.8
1992-05-06,27.7,83.58
1992-05-07,27.56,85.2
1992-05-08,27.66,84.96
1992-05-09,26.89,85.94
1992-05-10,27.7,83.31
1992-05-11,28.54,79.87
1992-05-12,28.22,79.83
1992-05-13,27.71,84.12
1992-05-14,27.88,80.17
1992-05-15,27.61,81.92
1992-05-16,27.62,84.1
1992-05-17,27.71,83.66
1992-05-18,27.92,85.09
1992-05-19,28.07,82.96
1992-05-20,28.27,82.5
1992-05-21,28.14,83.66
1992-05-22,27.65,86.76
1992-05-23,27.45,84.33
1992-05-24,28.39,78.19
1992-05-25,28.4,79.01
1992-05-26,27.98,82.98
1992-05-27,28.24,80.84
1992-05-28,28.58,78.98
1992-05-29,28.29,79.57
1992-05-30,28.53,78.36
1992-05-31,28.22,82.25
1992-06-01,27.82,85.24
1992-06-02,27.8,85.88
1992-06-03,27.67,87.91
1992-06-04,27.76,86.17
1992-06-05,27.57,85.41
1992-06-06,27.41,82
1992-06-07,27.99,78.99
1992-06-08,27.3,86.76
1992-06-09,27.58,85.19
1992-06-10,27.81,86.35
1992-06-11,27.36,86.46
1992-06-12,26.66,85.23
1992-06-13,27.3,84.56
1992-06-14,27.35,82.75
1992-06-15,27.34,84.36
1992-06-16,27.17,85.66
1992-06-17,27.16,88.08
1992-06-18,26.62,87.95
1992-06-19,26.7,84.44
1992-06-20,27.41,85.36
1992-06-21,27.84,86.69
1992-06-22,27.79,83.08
1992-06-23,27.86,82.26
1992-06-24,27.47,80.98
1992-06-25,27.35,80.6
1992-06-26,27.28,82.28
1992-06-27,27.04,85.62
1992-06-28,27.6,82.18
1992-06-29,27.67,82.53
1992-06-30,27.5,86.02
1992-07-01,27.1,86.62
1992-07-02,26.96,85.47
1992-07-03,26.82,84.7
1992-07-04,26.92,84.08
1992-07-05,27.31,84.36
1992-07-06,27.08,84.87
1992-07-07,27.44,81.32
1992-07-08,27.19,82.73
1992-07-09,26.77,85.85
1992-07-10,26.41,85.99
1992-07-11,26.73,83.03
1992-07-12,25.66,84.7
1992-07-13,25.34,88.13
1992-07-14,26.75,84.7
1992-07-15,26.66,86.63
1992-07-16,26.13,86.59
1992-07-17,26.35,86.21
1992-07-18,25.99,89.46
1992-07-19,25.66,89.61
1992-07-20,26.47,86.14
1992-07-21,26.84,84.94
1992-07-22,26.79,85.55
1992-07-23,26.2,86.9
1992-07-24,27.03,84.39
1992-07-25,26.83,87.07
1992-07-26,26.88,88.77
1992-07-27,26.95,86.17
1992-07-28,26.48,88.13
1992-07-29,26.5,88.51
1992-07-30,26.62,86.48
1992-07-31,26.88,85.99
1992-08-01,26.43,87.6
1992-08-02,26.78,87.56
1992-08-03,26.61,85.9
1992-08-04,26.01,90.1
1992-08-05,27.03,84.31
1992-08-06,26.89,83.47
1992-08-07,27.06,81.51
1992-08-08,27.04,82.14
1992-08-09,27.06,83.87
1992-08-10,26.45,82.32
1992-08-11,26.85,84.58
1992-08-12,26.92,82.82
1992-08-13,26.62,85.96
1992-08-14,25.61,88.45
1992-08-15,26.38,88.21
1992-08-16,26.27,88.86
1992-08-17,26.04,87.18
1992-08-18,26.51,85.58
1992-08-19,27,83.83
1992-08-20,26.8,86.07
1992-08-21,26.6,86.05
1992-08-22,26.54,85.76
1992-08-23,26.56,85.11
1992-08-24,26.49,86.65
1992-08-25,26.94,83.63
1992-08-26,26.7,85.45
1992-08-27,27.08,85.32
1992-08-28,27.49,81.59
1992-08-29,27.37,81.83
1992-08-30,26.99,81.37
1992-08-31,27,85.17
1992-09-01,27.62,77.48
1992-09-02,27.03,84.49
1992-09-03,26.72,84.49
1992-09-04,27.4,77.47
1992-09-05,27.49,77.47
1992-09-06,27.18,82.55
1992-09-07,27.31,78.95
1992-09-08,26.96,83.59
1992-09-09,26.48,86.12
1992-09-10,26.58,82.32
1992-09-11,26.59,84.27
1992-09-12,26.38,84.11
1992-09-13,26.86,83.19
1992-09-14,26.22,85.21
1992-09-15,26.42,81.87
1992-09-16,26.16,85.79
1992-09-17,26.85,80.25
1992-09-18,27.04,79.83
1992-09-19,27.03,81.58
1992-09-20,26.97,81.61
1992-09-21,27.05,85.84
1992-09-22,27.47,86.19
1992-09-23,26.74,87.82
1992-09-24,26.66,84.6
1992-09-25,26.32,85.34
1992-09-26,27,82.72
1992-09-27,26.49,83.92
1992-09-28,27.18,80.96
1992-09-29,26.78,74.68
1992-09-30,27.42,78.2
1992-10-01,27.28,82.96
1992-10-02,26.69,85.09
1992-10-03,26.4,83.36
1992-10-04,26.97,84.19
1992-10-05,26.5,83.42
1992-10-06,26.74,81.55
1992-10-07,27.09,82.53
1992-10-08,27.31,82.89
1992-10-09,26.8,84.89
1992-10-10,26.52,85.6
1992-10-11,26.66,86.27
1992-10-12,27.23,78.91
1992-10-13,26.98,84.44
1992-10-14,27.34,81.99
1992-10-15,27.56,76.85
1992-10-16,26.89,86.27
1992-10-17,26.47,84.76
1992-10-18,26.19,85.2
1992-10-19,26.82,84.25
1992-10-20,27.19,81.33
1992-10-21,26.42,87.72
1992-10-22,27.33,82.62
1992-10-23,26.94,86.9
1992-10-24,26.44,85.63
1992-10-25,26.39,84.87
1992-10-26,25.98,86.34
1992-10-27,26.18,87.44
1992-10-28,25.87,87.86
1992-10-29,25.92,87.08
1992-10-30,26.33,83.62
1992-10-31,26.86,84.08
1992-11-01,26.17,86.01
1992-11-02,26.54,86.52
1992-11-03,26.23,89.05
1992-11-04,26.81,85.73
1992-11-05,26.18,88.15
1992-11-06,26.43,87.5
1992-11-07,26.25,87.18
1992-11-08,26.9,80.33
1992-11-09,26.15,86.84
1992-11-10,26.16,88.09
1992-11-11,25.84,92.85
1992-11-12,26.27,87.85
1992-11-13,25.95,88.82
1992-11-14,26.38,87.69
1992-11-15,26.6,87.23
1992-11-16,25.89,90.1
1992-11-17,26.08,87.76
1992-11-18,26.22,88.11
1992-11-19,26.31,88.24
1992-11-20,25.93,89.82
1992-11-21,25.69,89.47
1992-11-22,25.53,90.89
1992-11-23,25.61,91.1
1992-11-24,25.74,89.52
1992-11-25,25.67,90.98
1992-11-26,25.21,89.83
1992-11-27,25.35,88.25
1992-11-28,25.86,88.16
1992-11-29,25.5,87.86
1992-11-30,25.41,87.14
1992-12-01,25.33,88
1992-12-02,25.39,88.21
1992-12-03,25.48,89.62
1992-12-04,25.43,91.32
1992-12-05,25.53,92.32
1992-12-06,24.8,93.94
1992-12-07,25.86,90.19
1992-12-08,25.28,91.93
1992-12-09,25.01,93.31
1992-12-10,26,90.71
1992-12-11,25.66,91.76
1992-12-12,25.47,90.67
1992-12-13,25.7,89.26
1992-12-14,25.69,88.59
1992-12-15,25.23,88.58
1992-12-16,25.23,88.76
1992-12-17,25.11,90.26
1992-12-18,25.08,90.04
1992-12-19,25.33,90.34
1992-12-20,25.59,90.92
1992-12-21,25.79,89.92
1992-12-22,25.58,89.83
1992-12-23,25.95,89.12
1992-12-24,25.72,89.34
1992-12-25,26.19,86.89
1992-12-26,26.06,90.4
1992-12-27,25.85,90.12
1992-12-28,25.45,91.91
1992-12-29,25.49,91.53
1992-12-30,25.8,90.09
1992-12-31,25.67,89.76
1993-01-01,25.34,88.67
1993-01-02,25.54,87.98
1993-01-03,25.7,88.98
1993-01-04,25.95,88.67
1993-01-05,25.78,89.57
1993-01-06,25.67,88.05
1993-01-07,24.92,85.91
1993-01-08,25.4,84.99
1993-01-09,25.86,87.44
1993-01-10,26.13,88.17
1993-01-11,25.71,88.2
1993-01-12,25.8,85.72
1993-01-13,26.13,88.4
1993-01-14,25.82,90.44
1993-01-15,25.86,89.75
1993-01-16,26.06,88.04
1993-01-17,25.63,89.63
1993-01-18,25.61,90.64
1993-01-19,25.04,92.7
1993-01-20,25.41,91.04
1993-01-21,25.65,90.35
1993-01-22,25.43,88.84
1993-01-23,25.83,87
1993-01-24,25.21,88.87
1993-01-25,25.61,84.46
1993-01-26,25.56,83.64
1993-01-27,25.72,84.86
1993-01-28,25.39,86.02
1993-01-29,25.09,85.15
1993-01-30,24.2,84.9
1993-01-31,24.73,84.06
1993-02-01,25.43,87.05
1993-02-02,25.5,87.18
1993-02-03,25.33,87.71
1993-02-04,25.43,86.64
1993-02-05,25.32,85.39
1993-02-06,25.44,85.43
1993-02-07,25.45,85.7
1993-02-08,25.63,85.71
1993-02-09,25.83,85.91
1993-02-10,26.25,85.81
1993-02-11,25.64,88.27
1993-02-12,25.67,86.19
1993-02-13,25.38,84.21
1993-02-14,25.34,82.82
1993-02-15,25.7,82.7
1993-02-16,25.78,84.83
1993-02-17,26.03,82.35
1993-02-18,25.9,82.91
1993-02-19,25.77,81.96
1993-02-20,26.16,81.47
1993-02-21,25.21,83.63
1993-02-22,25.71,82.1
1993-02-23,25.59,81.87
1993-02-24,25.92,84
1993-02-25,25.57,88.49
1993-02-26,26.15,86.86
1993-02-27,25.99,87.49
1993-02-28,26.03,87.58
1993-03-01,25.7,88.3
1993-03-02,25.51,89.22
1993-03-03,25.53,85.76
1993-03-04,25.32,82.62
1993-03-05,26.09,86.57
1993-03-06,26.13,88.55
1993-03-07,26.26,85.91
1993-03-08,26.2,86.99
1993-03-09,26.29,87.29
1993-03-10,25.56,90.8
1993-03-11,25.67,90.45
1993-03-12,25.7,91.34
1993-03-13,26.27,88.31
1993-03-14,26.4,87.46
1993-03-15,26.43,87.92
1993-03-16,26,88.5
1993-03-17,26.71,88.68
1993-03-18,26.39,89.51
1993-03-19,26.24,89.78
1993-03-20,26.48,86.7
1993-03-21,26.64,82.46
1993-03-22,26.47,83.32
1993-03-23,26.68,84.42
1993-03-24,26.3,85.14
1993-03-25,26.6,83.29
1993-03-26,26.75,83.92
1993-03-27,27.02,84.12
1993-03-28,26.63,86.09
1993-03-29,26,79.29
1993-03-30,27.07,73.19
1993-03-31,26.57,83.15
1993-04-01,27.31,82.74
1993-04-02,27.3,84.9
1993-04-03,26.22,84.3
1993-04-04,27.75,79.91
1993-04-05,27.53,83.97
1993-04-06,26.74,85.61
1993-04-07,27.2,85.02
1993-04-08,26.58,86.84
1993-04-09,25.94,88.94
1993-04-10,26.62,85.41
1993-04-11,26.89,86.07
1993-04-12,26.46,85.81
1993-04-13,27.07,85.77
1993-04-14,27.19,85.25
1993-04-15,26.9,83.94
1993-04-16,27.51,79
1993-04-17,27.61,82.15
1993-04-18,27.71,81.91
1993-04-19,27.68,83.96
1993-04-20,27.7,83.93
1993-04-21,27.75,83
1993-04-22,27.42,84.75
1993-04-23,27.55,81.3
1993-04-24,28.22,80.41
1993-04-25,27.84,84.36
1993-04-26,27.98,83.12
1993-04-27,28.18,81.93
1993-04-28,28.09,82
1993-04-29,27.99,82.94
1993-04-30,27.72,83.67
1993-05-01,28.12,78.97
1993-05-02,28,81.73
1993-05-03,27.91,83.1
1993-05-04,28.09,81.88
1993-05-05,27.66,82.8
1993-05-06,28.16,74.88
1993-05-07,28.23,76.18
1993-05-08,28.13,81.36
1993-05-09,27.59,85.03
1993-05-10,27.56,84.49
1993-05-11,27.43,82.58
1993-05-12,27.83,81.96
1993-05-13,28.21,80.28
1993-05-14,27.91,81.87
1993-05-15,27.51,84.63
1993-05-16,27.16,85.71
1993-05-17,26.79,82.43
1993-05-18,27.31,85.09
1993-05-19,27.05,86.88
1993-05-20,27.26,85.17
1993-05-21,27.4,83.47
1993-05-22,27.84,82.39
1993-05-23,27.64,83.85
1993-05-24,27.72,85.15
1993-05-25,27.46,87.22
1993-05-26,27.48,86.65
1993-05-27,27.98,83.95
1993-05-28,28.36,81.8
1993-05-29,26.5,87.75
1993-05-30,27.87,81.37
1993-05-31,27.61,85.99
1993-06-01,27.93,85.59
1993-06-02,27.37,87.96
1993-06-03,26.99,89.47
1993-06-04,27.17,87.68
1993-06-05,27.35,85.03
1993-06-06,27.36,87.53
1993-06-07,27.08,86.51
1993-06-08,27.62,82.59
1993-06-09,27.48,84.52
1993-06-10,27.88,84.54
1993-06-11,27.6,84.39
1993-06-12,27.8,81.31
1993-06-13,27.78,82.98
1993-06-14,27.74,83.06
1993-06-15,28,77.47
1993-06-16,27.43,83.41
1993-06-17,27.59,82.08
1993-06-18,27.2,84.02
1993-06-19,26.85,87.17
1993-06-20,26.66,84.52
1993-06-21,26.89,87.66
1993-06-22,26.98,88.31
1993-06-23,26.8,87.8
1993-06-24,26.22,88.24
1993-06-25,27.16,85.95
1993-06-26,27.56,83.2
1993-06-27,27.93,84.29
1993-06-28,27.76,87.08
1993-06-29,26.94,88.31
1993-06-30,26.8,84.68
1993-07-01,27.08,84.78
1993-07-02,27.25,81.77
1993-07-03,26.93,83.81
1993-07-04,27.42,82.84
1993-07-05,26.69,89.28
1993-07-06,25.45,85.2
1993-07-07,26.63,83.5
1993-07-08,26.74,86.1
1993-07-09,26.69,84.15
1993-07-10,26.89,85.5
1993-07-11,26.87,86.67
1993-07-12,26.99,87.04
1993-07-13,26.96,85.6
1993-07-14,27.31,85.25
1993-07-15,27.4,84.24
1993-07-16,27.25,84.18
1993-07-17,26.99,84.33
1993-07-18,27.08,85.34
1993-07-19,26.99,85.4
1993-07-20,26.81,85.62
1993-07-21,27.09,86.82
1993-07-22,26.32,88.7
1993-07-23,26.62,84.27
1993-07-24,26.46,86.88
1993-07-25,26.64,86.23
1993-07-26,27.31,84.01
1993-07-27,26.39,88.98
1993-07-28,26.63,86.27
1993-07-29,26.47,88.26
1993-07-30,26.68,88.22
1993-07-31,26.91,88.28
1993-08-01,26.58,88.29
1993-08-02,26.59,86.96
1993-08-03,26.96,87.03
1993-08-04,27.13,86.34
1993-08-05,27.07,86.33
1993-08-06,27.22,80.4
1993-08-07,27.5,80.76
1993-08-08,27.14,85.54
1993-08-09,26.47,83.85
1993-08-10,26.48,84.27
1993-08-11,26.83,83.56
1993-08-12,26.93,84.17
1993-08-13,27.12,86.46
1993-08-14,27.4,87.39
1993-08-15,27.14,84.89
1993-08-16,26.97,85.94
1993-08-17,26.77,85.54
1993-08-18,26.75,82.88
1993-08-19,26.98,81.81
1993-08-20,27.12,82.74
1993-08-21,26.89,81.99
1993-08-22,26.51,81.88
1993-08-23,26.61,82.98
1993-08-24,26.53,85.95
1993-08-25,26.27,86.96
1993-08-26,26.33,86.71
1993-08-27,26.71,82.41
1993-08-28,26.64,83.48
1993-08-29,26.74,85.28
1993-08-30,26.66,85.41
1993-08-31,26.41,85.24
1993-09-01,26.35,85.01
1993-09-02,27.05,81.23
1993-09-03,27.06,82.93
1993-09-04,26.96,83.45
1993-09-05,26.45,82.55
1993-09-06,26.57,83
1993-09-07,26.78,84.32
1993-09-08,25.91,87.33
1993-09-09,26.83,84.01
1993-09-10,26.86,80.05
1993-09-11,26.95,82.98
1993-09-12,26.39,85.95
1993-09-13,25.39,86.48
1993-09-14,26.99,77.5
1993-09-15,27.28,78.68
1993-09-16,27.07,81.3
1993-09-17,26.98,82.97
1993-09-18,26.87,83.21
1993-09-19,26.86,84.67
1993-09-20,26.38,84.76
1993-09-21,26.53,84.09
1993-09-22,26.92,83.58
1993-09-23,26.92,85.02
1993-09-24,27.03,84.18
1993-09-25,27.02,81.29
1993-09-26,27.09,84.42
1993-09-27,26.32,87.85
1993-09-28,26.23,86.98
1993-09-29,26.79,84.15
1993-09-30,26.82,83.61
1993-10-01,26.93,82.35
1993-10-02,26.87,84.33
1993-10-03,26.64,86.02
1993-10-04,27.21,83.02
1993-10-05,27.43,82.33
1993-10-06,27.35,84.42
1993-10-07,26.99,87.05
1993-10-08,27.1,87
1993-10-09,27.21,85.95
1993-10-10,26.18,86.39
1993-10-11,26.12,87.02
1993-10-12,26.43,81.27
1993-10-13,26.44,81.17
1993-10-14,26.9,81.67
1993-10-15,26.15,85.83
1993-10-16,26.23,85.6
1993-10-17,26.97,82.65
1993-10-18,26.41,82.34
1993-10-19,27.04,79.45
1993-10-20,26.86,82.07
1993-10-21,27.08,82.23
1993-10-22,27.33,80.3
1993-10-23,26.97,82.41
1993-10-24,26.96,85.18
1993-10-25,27.07,83.08
1993-10-26,26.92,83.39
1993-10-27,26.99,83.42
1993-10-28,27.3,82.42
1993-10-29,26.54,87.28
1993-10-30,25.94,88.4
1993-10-31,26.53,84.44
1993-11-01,26.7,84.75
1993-11-02,27.15,83.15
1993-11-03,26.48,88.52
1993-11-04,26.96,82.69
1993-11-05,26.6,87.71
1993-11-06,26.42,89.33
1993-11-07,26.82,86.98
1993-11-08,26.04,90.04
1993-11-09,26.69,84.4
1993-11-10,26.55,87.42
1993-11-11,27.24,83.35
1993-11-12,26.2,87.44
1993-11-13,26.44,87.42
1993-11-14,26,89.73
1993-11-15,26.34,86.01
1993-11-16,26.56,84.73
1993-11-17,26.72,84.47
1993-11-18,27.34,77.83
1993-11-19,27.04,84.29
1993-11-20,26.95,85.4
1993-11-21,27.07,85.02
1993-11-22,27.08,84.1
1993-11-23,26.97,85.04
1993-11-24,27.05,86.22
1993-11-25,26.83,83.96
1993-11-26,27.19,84.07
1993-11-27,27.34,85.63
1993-11-28,26.4,85.26
1993-11-29,27.65,80.87
1993-11-30,26.45,89.16
1993-12-01,26.65,87.73
1993-12-02,26.53,89.13
1993-12-03,26.74,87.26
1993-12-04,27.44,85.86
1993-12-05,26.82,87.92
1993-12-06,27.35,84.44
1993-12-07,26.69,89.8
1993-12-08,26.32,88.89
1993-12-09,27.17,82.39
1993-12-10,27.09,85.52
1993-12-11,26.39,89.02
1993-12-12,26.39,90.31
1993-12-13,26.16,89.37
1993-12-14,26.87,85.65
1993-12-15,27.52,82.83
1993-12-16,26.27,89.13
1993-12-17,26.57,86.98
1993-12-18,26.15,90.45
1993-12-19,25.7,91.2
1993-12-20,25.74,91.08
1993-12-21,26.24,90.09
1993-12-22,25.17,92.1
1993-12-23,25.38,92.28
1993-12-24,25.4,92.24
1993-12-25,25.39,91.02
1993-12-26,25.34,88.44
1993-12-27,25.32,88.01
1993-12-28,25.33,86.55
1993-12-29,24.97,88.13
1993-12-30,25.25,86.18
1993-12-31,25.52,87.01
1994-01-01,25.89,87.96
1994-01-02,26.02,88.26
1994-01-03,26.29,87.99
1994-01-04,25.57,91.42
1994-01-05,26.15,88.13
1994-01-06,25.94,88.82
1994-01-07,25.58,87.83
1994-01-08,25.75,86.93
1994-01-09,26.07,86.75
1994-01-10,26.34,87.44
1994-01-11,25.87,89.38
1994-01-12,25.89,89.85
1994-01-13,26.01,87.53
1994-01-14,25.9,85.36
1994-01-15,25.48,84.57
1994-01-16,25.19,84.19
1994-01-17,24.89,83.28
1994-01-18,25.69,83.66
1994-01-19,25.61,84.32
1994-01-20,25.92,85.07
1994-01-21,25.8,83.99
1994-01-22,25.42,87.29
1994-01-23,25.12,86.01
1994-01-24,25.39,85.66
1994-01-25,24.96,84.8
1994-01-26,25.88,85.77
1994-01-27,26.12,88.35
1994-01-28,25.95,89.24
1994-01-29,25.84,89.16
1994-01-30,25.96,88.02
1994-01-31,26.08,86.83
1994-02-01,25.89,86.5
1994-02-02,26.2,86.69
1994-02-03,25.96,88.63
1994-02-04,26.01,88.67
1994-02-05,26.19,87.67
1994-02-06,25.36,90.84
1994-02-07,25.88,88.09
1994-02-08,26.24,87.85
1994-02-09,26.27,86.99
1994-02-10,26.51,87.23
1994-02-11,26.1,86.84
1994-02-12,26.42,84.17
1994-02-13,26.76,83.7
1994-02-14,26.06,89.04
1994-02-15,26.53,87.47
1994-02-16,26.52,86.68
1994-02-17,25.98,89.21
1994-02-18,26.44,87.25
1994-02-19,25.95,87.42
1994-02-20,26.82,81.8
1994-02-21,26.48,85.01
1994-02-22,26.88,82.89
1994-02-23,26.54,82.27
1994-02-24,25.79,80.95
1994-02-25,26.08,80.64
1994-02-26,26.16,80.18
1994-02-27,26.61,83.6
1994-02-28,26.66,84.04
1994-03-01,26.43,82.06
1994-03-02,26.67,82.89
1994-03-03,26.82,85.28
1994-03-04,25.96,89.62
1994-03-05,25.67,91.47
1994-03-06,25.99,89.34
1994-03-07,26.91,83.8
1994-03-08,26.88,84.76
1994-03-09,26.97,84.9
1994-03-10,26.58,85.75
1994-03-11,26.7,86.2
1994-03-12,26.29,84.64
1994-03-13,26.14,86.82
1994-03-14,26.3,86.97
1994-03-15,25.67,88.56
1994-03-16,25.08,90.74
1994-03-17,26.48,86.3
1994-03-18,26.43,88.5
1994-03-19,26.36,87.97
1994-03-20,26.64,86.39
1994-03-21,26.78,85.43
1994-03-22,26.29,86.62
1994-03-23,26.7,86.7
1994-03-24,25.87,90.63
1994-03-25,25.28,90.03
1994-03-26,26.25,88.61
1994-03-27,25.83,90.67
1994-03-28,26.12,88.57
1994-03-29,26.34,90.89
1994-03-30,26.48,88.43
1994-03-31,26.51,88.83
1994-04-01,26.16,87.73
1994-04-02,26.87,84.28
1994-04-03,26.9,85.51
1994-04-04,27.2,85.43
1994-04-05,26.95,85.55
1994-04-06,28.31,78.17
1994-04-07,28.18,80.63
1994-04-08,27.97,80.37
1994-04-09,28.08,81.26
1994-04-10,28.16,79.27
1994-04-11,28.03,82.92
1994-04-12,27.49,84.2
1994-04-13,27.33,83.72
1994-04-14,27.4,82.72
1994-04-15,27.13,85.38
1994-04-16,27.12,86.66
1994-04-17,27.22,84.59
1994-04-18,27.4,83.77
1994-04-19,27.04,84.59
1994-04-20,26.51,87.27
1994-04-21,27.46,82.46
1994-04-22,27.4,85.99
1994-04-23,27.59,84.7
1994-04-24,26.99,87.81
1994-04-25,27,87.12
1994-04-26,27.26,86.41
1994-04-27,27.22,88.12
1994-04-28,27.17,88.62
1994-04-29,27.52,85.94
1994-04-30,27.71,86.45
1994-05-01,27.57,87.26
1994-05-02,26.73,89.67
1994-05-03,27.23,86.6
1994-05-04,27.04,87.43
1994-05-05,27.29,85.25
1994-05-06,26.78,89.52
1994-05-07,26.54,89.09
1994-05-08,26.92,86.43
1994-05-09,26.55,88.97
1994-05-10,27.85,79
1994-05-11,27.48,85.67
1994-05-12,27.21,89.41
1994-05-13,27.04,88.26
1994-05-14,27.05,87.3
1994-05-15,27.42,86.42
1994-05-16,27.58,87.9
1994-05-17,27.39,88.54
1994-05-18,26.57,90.28
1994-05-19,26.74,86.1
1994-05-20,26.98,87.96
1994-05-21,26.68,86.85
1994-05-22,27.84,81.26
1994-05-23,27.41,84.8
1994-05-24,27.36,86.59
1994-05-25,27.3,87.71
1994-05-26,26.88,88.18
1994-05-27,27.01,88.13
1994-05-28,27.27,87.13
1994-05-29,27.73,85.8
1994-05-30,27.37,86.67
1994-05-31,27.43,85.05
1994-06-01,27.42,85.44
1994-06-02,27.55,85.23
1994-06-03,27.21,87.77
1994-06-04,26.84,87.87
1994-06-05,27.43,88.78
1994-06-06,27.55,86.18
1994-06-07,26.97,88.48
1994-06-08,26.83,88.08
1994-06-09,26.79,87.98
1994-06-10,27.3,87.5
1994-06-11,27.25,85.79
1994-06-12,27.01,87
1994-06-13,26.84,88.05
1994-06-14,27.41,85.95
1994-06-15,27.25,86.7
1994-06-16,27.14,85.3
1994-06-17,26.75,86.89
1994-06-18,26.65,86.98
1994-06-19,26.34,88.19
1994-06-20,26.86,87.05
1994-06-21,26.46,88.87
1994-06-22,26.78,87.2
1994-06-23,26.5,89.52
1994-06-24,26.67,87.8
1994-06-25,26.71,87.87
1994-06-26,26.6,87.2
1994-06-27,26.86,86.98
1994-06-28,26.58,88.73
1994-06-29,26.26,89.34
1994-06-30,25.71,88.82
1994-07-01,26.36,86.79
1994-07-02,26.86,85.26
1994-07-03,26.34,86.57
