date,T2M,RH2M
1984-01-01,24.97,89.35
1984-01-02,24.75,90.53
1984-01-03,24.12,90.54
1984-01-04,24.6,91.67
1984-01-05,24.91,90.3
1984-01-06,25.09,90.12
1984-01-07,24.74,93.09
1984-01-08,25.06,91.43
1984-01-09,24.66,91.63
1984-01-10,24.82,91.85
1984-01-11,24.6,93
1984-01-12,24.6,91.75
1984-01-13,24.9,90.3
1984-01-14,25.06,90.15
1984-01-15,25.39,88.28
1984-01-16,25.53,88.72
1984-01-17,25.4,87.84
1984-01-18,25.77,85.88
1984-01-19,25.44,87.86
1984-01-20,24.67,88.94
1984-01-21,26.04,82.73
1984-01-22,25.46,88.07
1984-01-23,25.66,88.08
1984-01-24,25.04,88.76
1984-01-25,24.57,89.11
1984-01-26,24.59,91.27
1984-01-27,24.58,92.61
1984-01-28,24.67,90.19
1984-01-29,24.25,90.96
1984-01-30,24.52,89.78
1984-01-31,24.71,90.99
1984-02-01,24.94,88.87
1984-02-02,24.51,90.37
1984-02-03,24.73,92.39
1984-02-04,24.89,90.26
1984-02-05,24.43,91.39
1984-02-06,25.28,89.74
1984-02-07,24.53,92.89
1984-02-08,24.11,92.59
1984-02-09,23.98,91.69
1984-02-10,25.27,88.91
1984-02-11,25.31,89.24
1984-02-12,24.99,91.21
1984-02-13,24.68,89.75
1984-02-14,24.68,88.63
1984-02-15,24.68,90.81
1984-02-16,24.91,89.59
1984-02-17,24.81,87.64
1984-02-18,24.74,86.91
1984-02-19,23.77,92.09
1984-02-20,24.89,87.42
1984-02-21,25.15,87.12
1984-02-22,25.07,88.48
1984-02-23,24.99,87.74
1984-02-24,25.91,84.92
1984-02-25,25.99,87.41
1984-02-26,25.48,88.98
1984-02-27,25.55,89.22
1984-02-28,25.19,88.75
1984-02-29,25.21,90.56
1984-03-01,25.35,90.79
1984-03-02,24.97,90.5
1984-03-03,25.12,90.95
1984-03-04,25.36,91.08
1984-03-05,25.11,90.15
1984-03-06,25.09,89.32
1984-03-07,25.55,88.03
1984-03-08,25.69,86.83
1984-03-09,25.93,85.59
1984-03-10,26.18,82.69
1984-03-11,26.37,82.02
1984-03-12,26.7,81.91
1984-03-13,26.44,82.08
1984-03-14,26.88,81.52
1984-03-15,27.38,79.17
1984-03-16,27.12,81.62
1984-03-17,26.48,84.62
1984-03-18,25.51,84.58
1984-03-19,27.8,75.48
1984-03-20,27.32,81.7
1984-03-21,26.33,85.06
1984-03-22,26.33,84.95
1984-03-23,26.38,85.5
1984-03-24,26.31,85.39
1984-03-25,26.46,86.45
1984-03-26,26.11,88.76
1984-03-27,26.28,87.45
1984-03-28,27.34,78.47
1984-03-29,26.81,83.82
1984-03-30,26.61,85.89
1984-03-31,26.5,84.47
1984-04-01,26.85,84.68
1984-04-02,26.27,87.75
1984-04-03,27.12,82.3
1984-04-04,27.34,82.67
1984-04-05,27.34,81.76
1984-04-06,27.87,78.84
1984-04-07,27.14,82.65
1984-04-08,27.27,82.79
1984-04-09,26.57,86.21
1984-04-10,27.27,78.34
1984-04-11,27.08,82.54
1984-04-12,26.73,84.54
1984-04-13,26.83,83.12
1984-04-14,27.66,78.19
1984-04-15,27.58,81.67
1984-04-16,26.71,85.71
1984-04-17,26.81,85.06
1984-04-18,26.28,85.51
1984-04-19,26.32,88.04
1984-04-20,26.57,85.73
1984-04-21,26.72,85.62
1984-04-22,26.46,88.75
1984-04-23,26.46,87.58
1984-04-24,26.98,84.77
1984-04-25,28.16,78.93
1984-04-26,27.36,84.73
1984-04-27,26.7,81.76
1984-04-28,26.38,83.3
1984-04-29,27.57,80.12
1984-04-30,27.2,84.09
1984-05-01,27.52,82.46
1984-05-02,27.44,81.3
1984-05-03,27.45,81.48
1984-05-04,26.87,85.79
1984-05-05,26.97,86.33
1984-05-06,26.76,82.35
1984-05-07,26.45,83.17
1984-05-08,27.15,78.76
1984-05-09,27.26,80.25
1984-05-10,27.1,79.59
1984-05-11,27.18,81.76
1984-05-12,26.87,84.17
1984-05-13,26.92,80.69
1984-05-14,27.33,80.05
1984-05-15,26.84,85.96
1984-05-16,27.21,83.89
1984-05-17,27.02,85.21
1984-05-18,26.71,80.81
1984-05-19,27.95,75.53
1984-05-20,27.57,82.76
1984-05-21,27.02,84.23
1984-05-22,27.41,81.47
1984-05-23,27.28,82.47
1984-05-24,26.78,85.23
1984-05-25,26.45,85.1
1984-05-26,26.96,86.26
1984-05-27,26.72,84.98
1984-05-28,26.76,84.22
1984-05-29,27.12,85.24
1984-05-30,26.72,85.34
1984-05-31,27.21,82.32
1984-06-01,26.62,87.05
1984-06-02,26.28,84.31
1984-06-03,26.83,85.77
1984-06-04,26.6,88.64
1984-06-05,26.33,89.2
1984-06-06,26.47,88.28
1984-06-07,26.53,83.14
1984-06-08,27.49,77.11
1984-06-09,26.56,86
1984-06-10,26.44,85.44
1984-06-11,26.86,82.79
1984-06-12,27.08,81.99
1984-06-13,26.94,84.07
1984-06-14,27.08,81.99
1984-06-15,26.66,85.78
1984-06-16,26.52,85.66
1984-06-17,26.75,85.37
1984-06-18,26.8,85.37
1984-06-19,26.45,85.18
1984-06-20,26.67,85.76
1984-06-21,26.55,85.37
1984-06-22,26.62,85.53
1984-06-23,26.43,87.17
1984-06-24,26.43,84.49
1984-06-25,27.05,82.9
1984-06-26,26.62,84.93
1984-06-27,26.44,87.89
1984-06-28,26.96,83.8
1984-06-29,26.64,85.15
1984-06-30,26.58,85.53
1984-07-01,26.31,85.11
1984-07-02,27.04,78.37
1984-07-03,27.08,82.75
1984-07-04,26.36,85.32
1984-07-05,26.46,83.46
1984-07-06,26.76,84.31
1984-07-07,26.52,84.63
1984-07-08,26.12,86.51
1984-07-09,25.88,87.08
1984-07-10,26.22,85.32
1984-07-11,26.45,83.59
1984-07-12,26.42,81.65
1984-07-13,26.78,79.95
1984-07-14,27.14,80.63
1984-07-15,26.7,82.79
1984-07-16,26.21,82.86
1984-07-17,25.35,88.41
1984-07-18,24.88,88.8
1984-07-19,25.5,86.41
1984-07-20,25.07,87.67
1984-07-21,25.22,86.5
1984-07-22,25.9,82.91
1984-07-23,26.07,83.49
1984-07-24,26.16,84.41
1984-07-25,26,86.52
1984-07-26,26.32,85.02
1984-07-27,25.77,86.2
1984-07-28,26.24,84.6
1984-07-29,27.02,82.92
1984-07-30,26.52,85.18
1984-07-31,26.92,85.74
1984-08-01,26.78,85.68
1984-08-02,26.76,83.89
1984-08-03,26.23,84.59
1984-08-04,26.62,82.73
1984-08-05,26.11,88
1984-08-06,26,87.14
1984-08-07,26.17,85.56
1984-08-08,26.39,84.89
1984-08-09,26.44,84.87
1984-08-10,26.82,84.35
1984-08-11,26.3,86.28
1984-08-12,26.27,81.8
1984-08-13,26.83,83.4
1984-08-14,26.62,85.78
1984-08-15,26.81,85.92
1984-08-16,26.64,84.86
1984-08-17,27.06,84.5
1984-08-18,26.71,87.27
1984-08-19,26.35,85.35
1984-08-20,26.51,85.9
1984-08-21,26.13,84.69
1984-08-22,26.28,83.16
1984-08-23,26.16,84.94
1984-08-24,26.09,83.7
1984-08-25,26.25,84.04
1984-08-26,26.1,85.48
1984-08-27,26.43,83.83
1984-08-28,26.75,84.58
1984-08-29,26.52,84.15
1984-08-30,26.4,85.13
1984-08-31,26.11,86.18
1984-09-01,26.82,83.03
1984-09-02,26.67,84.89
1984-09-03,27.07,76.51
1984-09-04,27.24,78.75
1984-09-05,26.68,83.16
1984-09-06,26.43,83.04
1984-09-07,26.14,82.32
1984-09-08,26.21,79.9
1984-09-09,26.41,82.5
1984-09-10,25.22,85.55
1984-09-11,24.75,84.9
1984-09-12,26.16,79.69
1984-09-13,25.49,83.95
1984-09-14,27.08,75.61
1984-09-15,26.86,77.81
1984-09-16,26.42,81.39
1984-09-17,25.84,88.86
1984-09-18,26.02,84.13
1984-09-19,25.52,84.55
1984-09-20,26.47,82.46
1984-09-21,25.94,85.41
1984-09-22,26.23,84.58
1984-09-23,26.17,84.73
1984-09-24,26.45,84.7
1984-09-25,26.45,85.75
1984-09-26,26.71,84.87
1984-09-27,26.45,87.74
1984-09-28,26.04,88.39
1984-09-29,27.09,84.59
1984-09-30,26.25,85.91
1984-10-01,26.36,83.71
1984-10-02,26.7,82.28
1984-10-03,26.43,83.41
1984-10-04,26.72,82.12
1984-10-05,26,87.25
1984-10-06,26.67,82.7
1984-10-07,26.82,83.54
1984-10-08,26.37,85.87
1984-10-09,26.93,79.68
1984-10-10,26.98,81.31
1984-10-11,25.81,84.56
1984-10-12,26.45,82.11
1984-10-13,26.7,81.2
1984-10-14,26.95,79.45
1984-10-15,27.06,80.51
1984-10-16,27.16,79.12
1984-10-17,26.95,78.24
1984-10-18,27.04,77.91
1984-10-19,27.21,79.56
1984-10-20,26.06,86.85
1984-10-21,26.86,80.32
1984-10-22,26.63,84.32
1984-10-23,26.04,85.66
1984-10-24,26.27,84.64
1984-10-25,26.3,84.38
1984-10-26,26.09,86.95
1984-10-27,25.93,87.68
1984-10-28,25.61,88.96
1984-10-29,25.57,87.93
1984-10-30,26.62,80.21
1984-10-31,26.72,79.93
1984-11-01,26.72,79.65
1984-11-02,26.28,83.95
1984-11-03,25.82,86.68
1984-11-04,25.99,84.93
1984-11-05,26.62,81.77
1984-11-06,26.78,80.21
1984-11-07,26.55,79.86
1984-11-08,26.55,83.09
1984-11-09,26.18,83.02
1984-11-10,27.08,79.67
1984-11-11,26.53,83.57
1984-11-12,26.7,83.04
1984-11-13,26.9,81.55
1984-11-14,27.01,79.91
1984-11-15,27.34,77.81
1984-11-16,27.16,81.95
1984-11-17,26.35,86.56
1984-11-18,26.46,84.87
1984-11-19,27.11,78.93
1984-11-20,26.98,80.69
1984-11-21,26.49,85.46
1984-11-22,26.13,85.95
1984-11-23,26.46,84.64
1984-11-24,26.42,85.75
1984-11-25,25.55,88.27
1984-11-26,25.62,87.9
1984-11-27,25.5,90.8
1984-11-28,26.19,84.44
1984-11-29,26.03,83.3
1984-11-30,26.54,79.58
1984-12-01,26.6,82.4
1984-12-02,26.29,85.76
1984-12-03,26.16,86.02
1984-12-04,25.57,88.7
1984-12-05,25.54,89.99
1984-12-06,25.37,88.19
1984-12-07,25.3,90.66
1984-12-08,24.98,90.47
1984-12-09,25.01,89.76
1984-12-10,25.38,84.4
1984-12-11,25.62,85.41
1984-12-12,25.03,89.95
1984-12-13,25.51,85.76
1984-12-14,25.4,88.93
1984-12-15,25.55,87.9
1984-12-16,25.95,86.01
1984-12-17,24.26,89.58
1984-12-18,25.75,86.04
1984-12-19,25.53,90.2
1984-12-20,25.63,86.29
1984-12-21,25.83,85.71
1984-12-22,25.75,87.95
1984-12-23,25.97,89.28
1984-12-24,25.61,89
1984-12-25,26.08,85.47
1984-12-26,26.05,87.47
1984-12-27,25.7,89.6
1984-12-28,25.12,91.56
1984-12-29,24.67,91.88
1984-12-30,25.23,87.86
1984-12-31,25.62,86.42
1985-01-01,25.8,87.8
1985-01-02,25.36,91.72
1985-01-03,25.18,89.59
1985-01-04,25.87,84.66
1985-01-05,25.5,87.12
1985-01-06,25.45,86.6
1985-01-07,25.57,86.42
1985-01-08,25.76,85.64
1985-01-09,25.63,86.59
1985-01-10,24.59,90.65
1985-01-11,24.81,83.4
1985-01-12,25.36,85.44
1985-01-13,25.23,85.62
1985-01-14,24.94,84.72
1985-01-15,24.75,84.79
1985-01-16,24.73,83.6
1985-01-17,25.75,83.2
1985-01-18,25.95,85.45
1985-01-19,25.19,84.96
1985-01-20,25.82,83.51
1985-01-21,25.59,84.47
1985-01-22,25.76,84.52
1985-01-23,25.95,83.85
1985-01-24,25.79,84.47
1985-01-25,26.11,84.45
1985-01-26,25.86,85.74
1985-01-27,25.96,85.61
1985-01-28,26.14,85.98
1985-01-29,25.13,91.2
1985-01-30,25.35,87.71
1985-01-31,25.07,90.15
1985-02-01,25.01,91.41
1985-02-02,25.18,87.62
1985-02-03,25.65,86.13
1985-02-04,26.06,86.41
1985-02-05,26.45,84.87
1985-02-06,26.34,85.72
1985-02-07,26.42,83.94
1985-02-08,26.28,85.43
1985-02-09,26.56,85.64
1985-02-10,26.42,82.01
1985-02-11,26.29,82.31
1985-02-12,25.96,83.57
1985-02-13,25.67,85.83
1985-02-14,25.23,87.32
1985-02-15,26.05,84.61
1985-02-16,26.35,85.68
1985-02-17,26.18,85.87
1985-02-18,27.05,82.73
1985-02-19,27.2,83.48
1985-02-20,27.61,80.32
1985-02-21,26.88,85.64
1985-02-22,27.11,84.41
1985-02-23,27.15,84.15
1985-02-24,26.64,86.01
1985-02-25,27.04,81.68
1985-02-26,27.19,81.41
1985-02-27,27.73,80.48
1985-02-28,27.05,84.54
1985-03-01,25.63,85.08
1985-03-02,25.1,85.78
1985-03-03,24.79,88.61
1985-03-04,25.81,87.45
1985-03-05,25.62,88.32
1985-03-06,25.71,85.35
1985-03-07,26.04,81.87
1985-03-08,26.19,83.43
1985-03-09,26.25,85.81
1985-03-10,26.84,85.1
1985-03-11,26.36,87.29
1985-03-12,26.37,84.52
1985-03-13,26.41,84.84
1985-03-14,26.6,84.58
1985-03-15,26.49,86.53
1985-03-16,26.15,86.08
1985-03-17,26.4,85.27
1985-03-18,26.44,85.62
1985-03-19,26.82,84.33
1985-03-20,26.97,84.48
1985-03-21,26.85,85.75
1985-03-22,26.64,85.58
1985-03-23,27.16,83.62
1985-03-24,27.14,83.5
1985-03-25,26.61,85.83
1985-03-26,27.34,81.82
1985-03-27,27.31,81.81
1985-03-28,27.18,81.26
1985-03-29,27.55,82.21
1985-03-30,26.92,83.95
1985-03-31,26.84,82.14
1985-04-01,26.72,83.88
1985-04-02,26.87,83.29
1985-04-03,26.7,83.45
1985-04-04,27.16,82.54
1985-04-05,27.11,83.35
1985-04-06,27.91,76.65
1985-04-07,28.26,76.31
1985-04-08,27.49,80.58
1985-04-09,27.56,82.85
1985-04-10,28.28,77.4
1985-04-11,26.87,87.38
1985-04-12,26.79,89.06
1985-04-13,27.4,84.64
1985-04-14,25.93,87.67
1985-04-15,26.88,84.8
1985-04-16,27.43,75.58
1985-04-17,27.22,79.7
1985-04-18,27.12,82.23
1985-04-19,26.97,81.5
1985-04-20,27.38,79.54
1985-04-21,27.19,84.17
1985-04-22,26.99,83.91
1985-04-23,26.84,84.16
1985-04-24,26.75,84.18
1985-04-25,26.87,82.74
1985-04-26,27.46,80.97
1985-04-27,27.12,83.96
1985-04-28,26.56,87.33
1985-04-29,26.87,82.76
1985-04-30,26.77,84.95
1985-05-01,26.98,81.84
1985-05-02,27.46,81.53
1985-05-03,27.45,82.19
1985-05-04,27.6,82.29
1985-05-05,27.66,82.72
1985-05-06,27.8,78.69
1985-05-07,27.8,78.29
1985-05-08,27.58,79.27
1985-05-09,27.66,79.36
1985-05-10,27.2,81.58
1985-05-11,27.61,81.55
1985-05-12,27.61,79.69
1985-05-13,27.04,81.43
1985-05-14,27.66,77.68
1985-05-15,27.53,82.55
1985-05-16,26.64,86.21
1985-05-17,28.08,78.61
1985-05-18,29.01,75.07
1985-05-19,27.61,83.19
1985-05-20,26.99,85.17
1985-05-21,27.08,82.04
1985-05-22,27.52,81.41
1985-05-23,26.71,83.94
1985-05-24,27.4,80.21
1985-05-25,27.39,82.66
1985-05-26,27.16,86.01
1985-05-27,27.35,85.32
1985-05-28,27.56,85.57
1985-05-29,27.75,85.47
1985-05-30,27.46,85.84
1985-05-31,26.59,81.58
1985-06-01,28.21,74.13
1985-06-02,28.24,76.5
1985-06-03,27.61,80.29
1985-06-04,27.45,81.71
1985-06-05,27.37,81.9
1985-06-06,26.76,82.36
1985-06-07,27.19,78.62
1985-06-08,27.42,81.15
1985-06-09,27.35,79.18
1985-06-10,27.11,82.93
1985-06-11,26.77,82.83
1985-06-12,26.71,82.58
1985-06-13,27.19,81.85
1985-06-14,26.93,82.76
1985-06-15,26.7,84.16
1985-06-16,26.88,79.27
1985-06-17,26.92,80.87
1985-06-18,27.23,79.57
1985-06-19,27.33,77.66
1985-06-20,27.16,80.03
1985-06-21,27.43,79.13
1985-06-22,27.05,73.89
1985-06-23,27.64,76.91
1985-06-24,27,82.96
1985-06-25,28.01,78.57
1985-06-26,27.43,81.74
1985-06-27,27.26,79.59
1985-06-28,27.45,77.91
1985-06-29,27.12,78.24
1985-06-30,27.1,77.07
1985-07-01,27.74,75.27
1985-07-02,27.16,80.28
1985-07-03,26.48,81.78
1985-07-04,26.93,80.3
1985-07-05,26.52,80.83
1985-07-06,27.05,78.19
1985-07-07,26.57,82
1985-07-08,26.74,81.5
1985-07-09,25.99,77.45
1985-07-10,26.97,76.4
1985-07-11,27.04,78.83
1985-07-12,27.24,78.85
1985-07-13,26.75,81.18
1985-07-14,26.16,80.96
1985-07-15,26.87,78.45
1985-07-16,26.84,79.76
1985-07-17,26.38,85.29
1985-07-18,25.85,84.5
1985-07-19,26.34,81.72
1985-07-20,26.49,81.07
1985-07-21,25.36,83.8
1985-07-22,25.85,80.77
1985-07-23,26.06,79.66
1985-07-24,26.4,80.75
1985-07-25,26.24,83.23
1985-07-26,26.24,83.15
1985-07-27,26.42,81.55
1985-07-28,26.56,78.73
1985-07-29,26.43,79.22
1985-07-30,26.86,80.17
1985-07-31,26.45,83.58
1985-08-01,26.1,80.29
1985-08-02,26.52,78.26
1985-08-03,27.11,77.11
1985-08-04,26.47,81.52
1985-08-05,26.39,82.5
1985-08-06,26.24,83.42
1985-08-07,26.52,83.29
1985-08-08,26.36,83.91
1985-08-09,26.59,83.05
1985-08-10,26.74,81.22
1985-08-11,26.71,79.46
1985-08-12,27.14,79.65
1985-08-13,26.12,85.08
1985-08-14,26.47,84.02
1985-08-15,26.28,84.85
1985-08-16,26.44,85.29
1985-08-17,26.49,85.65
1985-08-18,26.45,83.51
1985-08-19,26.49,83.63
1985-08-20,26.45,84.47
1985-08-21,25.89,85.38
1985-08-22,26.86,81.71
1985-08-23,26.78,81.96
1985-08-24,27.08,80.92
1985-08-25,26.46,82.75
1985-08-26,27.08,79.65
1985-08-27,27.22,77.8
1985-08-28,27.39,77.86
1985-08-29,26.99,81.63
1985-08-30,27.41,78.89
1985-08-31,26.15,84.09
1985-09-01,26.55,76.43
1985-09-02,26.51,80.89
1985-09-03,26.78,79.94
1985-09-04,27.1,76.64
1985-09-05,26.87,79.03
1985-09-06,27.18,79.47
1985-09-07,27.21,80.79
1985-09-08,26.55,83.13
1985-09-09,26.75,80.19
1985-09-10,26.6,83.76
1985-09-11,26.86,80.86
1985-09-12,26.33,80.43
1985-09-13,27.2,78.08
1985-09-14,26.39,82.96
1985-09-15,26.64,82.13
1985-09-16,26.29,84.76
1985-09-17,25.66,86.18
1985-09-18,26.42,80.5
1985-09-19,26.48,80.22
1985-09-20,26.34,84.28
1985-09-21,26.88,81.15
1985-09-22,26.65,81.92
1985-09-23,27.28,76.83
1985-09-24,27.07,77.87
1985-09-25,27.2,81.77
1985-09-26,25.4,86.09
1985-09-27,26.79,80.89
1985-09-28,26.03,83.5
1985-09-29,25.95,84.18
1985-09-30,26.51,82.4
1985-10-01,26.07,83.62
1985-10-02,26.76,81.4
1985-10-03,25.91,86.38
1985-10-04,26.96,78
1985-10-05,27.02,81.07
1985-10-06,26.97,81.41
1985-10-07,26.64,81.61
1985-10-08,26.74,81.9
1985-10-09,25.89,87.49
1985-10-10,26.44,83.98
1985-10-11,25.81,85.14
1985-10-12,26.88,79.93
1985-10-13,26.48,82.53
1985-10-14,26.99,78.53
1985-10-15,27.33,77.75
1985-10-16,27.26,80.51
1985-10-17,26.62,81.3
1985-10-18,27.2,76.54
1985-10-19,27.13,79.36
1985-10-20,26.49,83.11
1985-10-21,27.04,80.75
1985-10-22,26.6,83.89
1985-10-23,25.95,83.66
1985-10-24,26.7,81.36
1985-10-25,27.2,80.05
1985-10-26,27.13,81.29
1985-10-27,27.17,79.34
1985-10-28,26.97,78.83
1985-10-29,27.1,78.87
1985-10-30,26.52,80.74
1985-10-31,26.82,79.32
1985-11-01,26.74,81.68
1985-11-02,26.33,86.63
1985-11-03,26.02,86.42
1985-11-04,25.75,86.02
1985-11-05,27.5,77.74
1985-11-06,26.39,85.1
1985-11-07,25.4,83.99
1985-11-08,27.08,81.95
1985-11-09,27.06,82.57
1985-11-10,25.73,90.08
1985-11-11,26.67,81.73
1985-11-12,27.17,83.13
1985-11-13,26.25,85.61
1985-11-14,25.91,84.81
1985-11-15,26.33,81.25
1985-11-16,26.21,83.91
1985-11-17,26.74,83.62
1985-11-18,25.93,87.82
1985-11-19,25.68,86.19
1985-11-20,26.2,84.58
1985-11-21,26.02,85.03
1985-11-22,26.04,83.12
1985-11-23,26.12,81.99
1985-11-24,25.94,87.33
1985-11-25,25.75,86.8
1985-11-26,26.34,84.5
1985-11-27,26.75,82.59
1985-11-28,25.89,85.05
1985-11-29,25.9,86.16
1985-11-30,25.28,90.58
1985-12-01,25.24,89.88
1985-12-02,25.93,87.41
1985-12-03,26.16,86.21
1985-12-04,25.25,90.62
1985-12-05,26.03,86.77
1985-12-06,25.63,87.86
1985-12-07,25.78,86.54
1985-12-08,26.39,83
1985-12-09,25,86.82
1985-12-10,26.06,77.07
1985-12-11,26.22,83.62
1985-12-12,26.6,84.58
1985-12-13,26.04,87.85
1985-12-14,25.73,88.39
1985-12-15,25.07,90.11
1985-12-16,25.77,86.04
1985-12-17,25.64,86.42
1985-12-18,25.93,86.97
1985-12-19,25.56,87.08
1985-12-20,25.83,85.92
1985-12-21,26.3,84.43
1985-12-22,26.61,84.72
1985-12-23,25.02,92.54
1985-12-24,25.15,87.64
1985-12-25,25.88,87.35
1985-12-26,26.06,87.05
1985-12-27,25.37,91.24
1985-12-28,25.23,89.16
1985-12-29,25.7,86.55
1985-12-30,26.06,87.69
1985-12-31,25.58,89.78
1986-01-01,25.75,88.21
1986-01-02,25.77,87.45
1986-01-03,25.39,90.84
1986-01-04,25.75,89.82
1986-01-05,25.3,90.67
1986-01-06,25.06,90.87
1986-01-07,25.22,89.32
1986-01-08,25.51,90.31
1986-01-09,24.84,93.64
1986-01-10,24.78,91.77
1986-01-11,24.18,91.96
1986-01-12,24.42,91.96
1986-01-13,24.52,90.15
1986-01-14,25.2,87.81
1986-01-15,25.05,90.3
1986-01-16,24.61,90.47
1986-01-17,24.83,87.83
1986-01-18,25.01,87.34
1986-01-19,24.77,88.53
1986-01-20,24.67,88.47
1986-01-21,24.67,87.21
1986-01-22,24.94,86.12
1986-01-23,25.24,87.91
1986-01-24,24.93,87.4
1986-01-25,25.08,86.93
1986-01-26,25.09,87.41
1986-01-27,25,86.77
1986-01-28,24.83,86.23
1986-01-29,24.87,85.05
1986-01-30,25.55,84.95
1986-01-31,25.69,85.8
1986-02-01,25.57,85.64
1986-02-02,25.3,85.95
1986-02-03,25.32,86.68
1986-02-04,25.57,84.27
1986-02-05,25.84,85.96
1986-02-06,25.4,85.54
1986-02-07,25.72,86.17
1986-02-08,25.56,85.79
1986-02-09,25.39,84.9
1986-02-10,25.26,85.51
1986-02-11,25.12,86.71
1986-02-12,25.25,86.11
1986-02-13,25.69,85.84
1986-02-14,26.04,85.39
1986-02-15,25.72,86.19
1986-02-16,25.69,85.77
1986-02-17,25.78,84.03
1986-02-18,26.33,83.93
1986-02-19,26.32,84.65
1986-02-20,26.1,83.73
1986-02-21,25.21,85.26
1986-02-22,25.42,83.47
1986-02-23,25.97,82.58
1986-02-24,25.89,80.14
1986-02-25,25.14,80.77
1986-02-26,25.6,82.14
1986-02-27,25.81,85.52
1986-02-28,26.1,85.5
1986-03-01,25.77,86.55
1986-03-02,25.37,87.61
1986-03-03,24.62,87.54
1986-03-04,24.36,88.49
1986-03-05,24.84,88.43
1986-03-06,24.86,92.65
1986-03-07,25.05,92.68
1986-03-08,25.29,91.38
1986-03-09,25.13,90.83
1986-03-10,25.65,89.47
1986-03-11,25.81,86.82
1986-03-12,25.9,87.57
1986-03-13,26.16,87.2
1986-03-14,26.23,87.15
1986-03-15,26.47,84.32
1986-03-16,26.53,83.3
1986-03-17,26.58,83.73
1986-03-18,26.81,83.59
1986-03-19,27.33,81.81
1986-03-20,27.38,82.08
1986-03-21,27.13,83.84
1986-03-22,27,83.84
1986-03-23,26.9,84.4
1986-03-24,26.59,84.53
1986-03-25,26.25,82.39
1986-03-26,26.49,78.84
1986-03-27,27.05,81.45
1986-03-28,27.42,79.74
1986-03-29,26.95,77.97
1986-03-30,26.37,85.51
1986-03-31,27.19,83.43
1986-04-01,27.72,80.72
1986-04-02,26.02,83.06
1986-04-03,27.26,82.43
1986-04-04,26.7,83.84
1986-04-05,26.99,82.63
1986-04-06,27.11,84.33
1986-04-07,26.82,86.25
1986-04-08,27.07,84.03
1986-04-09,27.33,81.89
1986-04-10,28.15,77.82
1986-04-11,28.55,78.62
1986-04-12,26.74,81.06
1986-04-13,26.64,83.9
1986-04-14,27.46,79.65
1986-04-15,27.21,84.33
1986-04-16,26.65,85.84
1986-04-17,25.5,91.47
1986-04-18,27.68,79.06
1986-04-19,27.28,81.13
1986-04-20,27.6,79.89
1986-04-21,27.61,81.86
1986-04-22,27.42,83.12
1986-04-23,27.5,82.67
1986-04-24,27.37,83.17
1986-04-25,27.71,79.91
1986-04-26,27.24,80.89
1986-04-27,27.61,82.15
1986-04-28,27.63,82.62
1986-04-29,27.5,83.52
1986-04-30,27.66,82.52
1986-05-01,27.68,81.32
1986-05-02,28.39,77.65
1986-05-03,28.21,79.78
1986-05-04,27.8,83.78
1986-05-05,27.31,85.67
1986-05-06,27.4,85.68
1986-05-07,27.63,86.19
1986-05-08,27.55,85.8
1986-05-09,27.14,86.01
1986-05-10,27.22,84.92
1986-05-11,27.16,84.32
1986-05-12,27.55,82.63
1986-05-13,27.51,80.45
1986-05-14,27.82,78.69
1986-05-15,27.48,82.91
1986-05-16,27.1,83.27
1986-05-17,26.9,83.98
1986-05-18,26.9,84.67
1986-05-19,27.42,83.58
1986-05-20,27.42,84.47
1986-05-21,27.48,80.98
1986-05-22,27.39,83.19
1986-05-23,27.6,83.09
1986-05-24,27.31,84.86
1986-05-25,27.16,85.18
1986-05-26,27.32,82.94
1986-05-27,26.33,86.81
1986-05-28,27,83.84
1986-05-29,26.66,84.14
1986-05-30,26.69,82.89
1986-05-31,27.24,80.97
1986-06-01,27.24,81.12
1986-06-02,26.99,81.68
1986-06-03,27.55,80.31
1986-06-04,27.04,83.37
1986-06-05,26.88,85.14
1986-06-06,26.98,83.36
1986-06-07,26.99,84.51
1986-06-08,26.94,85.2
1986-06-09,26.98,84.34
1986-06-10,27.37,80.79
1986-06-11,26.61,84.32
1986-06-12,27.68,76.41
1986-06-13,27.45,82.71
1986-06-14,27.44,81.94
1986-06-15,27.32,82.35
1986-06-16,27.46,80.09
1986-06-17,27.23,83.4
1986-06-18,26.59,86.35
1986-06-19,27.25,82.22
1986-06-20,27.46,80.94
1986-06-21,27.3,80.23
1986-06-22,26.87,82.82
1986-06-23,27.16,83.33
1986-06-24,27.3,81.93
1986-06-25,27.55,79.7
1986-06-26,27.31,82.69
1986-06-27,27.23,82.99
1986-06-28,27.42,79.36
1986-06-29,28.01,78.3
1986-06-30,27.18,84.24
1986-07-01,26.65,85.73
1986-07-02,27.1,80.88
1986-07-03,26.09,87.45
1986-07-04,26.91,83.76
1986-07-05,26.81,85.25
1986-07-06,27.35,83.65
1986-07-07,27.4,82.88
1986-07-08,27.21,84.56
1986-07-09,27.06,83.06
1986-07-10,26.99,82.6
1986-07-11,25.73,85.25
1986-07-12,26.94,81.2
1986-07-13,26.46,83.75
1986-07-14,26.63,82.87
1986-07-15,26.23,86.19
1986-07-16,26.48,85.57
1986-07-17,26.93,84.14
1986-07-18,27.06,82.68
1986-07-19,27.22,83.06
1986-07-20,27.43,79.47
1986-07-21,27.31,80.2
1986-07-22,27.25,80.79
